Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen

Delfzijl;Tristan Khalil;06-90550043;TristanKhalil@einrot.com;Krewerderweg 146;Holwierde;maandag 8 april 2019;Afhalen;maandag 8 april 2019;16:42;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;€ 20,90;;€ 0,00;€ 20,90
;;;;;;;;;;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;;;;

Noordwijk;Jaro van de Langenberg;06-79808049;JarovandeLangenberg@rhyta.com;Katwijksestraat 124;Noordwijk;dinsdag 5 september 2017;Afhalen;dinsdag 5 september 2017;19:30;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Osdorp;Ayah Bijsterbosch;06-95340752;AyahBijsterbosch@armyspy.com;Hoofdweg 6;Amsterdam;dinsdag 20 augustus 2019;Afhalen;dinsdag 20 augustus 2019;20:09;Salame Speciale;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Maarssen;Fuad Meulenkamp;06-82391758;FuadMeulenkamp@rhyta.com;Bisonspoor 45;Maarssen;maandag 2 december 2019;Bezorgen;maandag 2 december 2019;19:43;BBQ Cannibale;Family XXL Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 9,95;€ 9,95;;€ 0,00;€ 9,95

Veghel;Jochem van der Brugge;06-54885910;JochemvanderBrugge@armyspy.com;Hool 49;Erp;zaterdag 2 juni 2018;Bezorgen;zaterdag 2 juni 2018;16:34;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;€ 92,60;;€ 0,00;€ 92,60
;;;;;;;;;;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Four Cheese;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Four Cheese;Family XXL Pizza;Tomatensaus;€ 7,95;4;;€ 0,00;€ 51,80;;;;

Alphen aan den Rijn;Josien Lakeman;06-71811835;JosienLakeman@fleckens.hu;Vliestroom 73;Alphen aan den Rijn;woensdag 3 mei 2017;Bezorgen;woensdag 3 mei 2017;17:55;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 25,90;€ 31,85;;€ 0,00;€ 31,85
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;;;;

Den Bosch Empel;Clay Goud;06-18578325;ClayGoud@einrot.com;Albert Cuypstraat 170;s-Hertogenbosch;vrijdag 13 december 2019;Afhalen;vrijdag 13 december 2019;16:10;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;€ 9,95;2e pizza gratis bij afhalen;€ 0,00;€ 9,95

Voorschoten;Kalle Kleeven;06-28415168;KalleKleeven@rhyta.com;Charlotte de Bourbonlaan 55;Voorschoten;zaterdag 27 april 2019;Afhalen;zaterdag 27 april 2019;18:24;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;€ 12,95;3e pizza gratis bij bezorgen;€ 0,00;€ 12,95

Veenendaal;Samara de Bont;06-15558047;SamaradeBont@einrot.com;Goudsbloemstraat 131;Veenendaal;maandag 2 januari 2017;Bezorgen;maandag 2 januari 2017;19:42;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;€ 17,90;;€ 0,00;€ 17,90

Rotterdam Noord;Sylvia Schotsman;06-24037752;SylviaSchotsman@gustr.com;Boris Pasternakstraat 200;Rotterdam;zondag 24 december 2017;Bezorgen;zondag 24 december 2017;18:17;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 47,80;€ 47,80;25% korting op je bestelling;€ 11,95;€ 35,85

Amsterdam Aalsmeerweg;Bernadet Hanna;06-32536987;BernadetHanna@armyspy.com;Professor Rommert Casimirstraat 90;Amsterdam;zondag 23 juni 2019;Bezorgen;zondag 23 juni 2019;16:41;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 21,90;;€ 0,00;€ 21,90

Rijswijk;Vedat King;06-15788347;VedatKing@gustr.com;Petronella Voutestraat 160;Rijswijk;zaterdag 4 februari 2017;Afhalen;zaterdag 4 februari 2017;19:42;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 8,95;€ 24,85;3e pizza gratis bij bezorgen;€ 0,00;€ 24,85
;;;;;;;;;;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 7,95;;;;

Leiderdorp;Esmeé Kamerling;06-80386308;EsmeeKamerling@fleckens.hu;Poldertocht 177;Leiderdorp;zaterdag 3 augustus 2019;Bezorgen;zaterdag 3 augustus 2019;20:41;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 13,90;€ 13,90;;€ 0,00;€ 13,90

Zwolle Bachplein;Shivam Levels;06-56980000;ShivamLevels@fleckens.hu;Dortmundstraat 131;Zwolle;maandag 16 december 2019;Afhalen;maandag 16 december 2019;19:30;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;1;Kip, Groene Olijven, Kaas, Kaasmix;€ 4,50;€ 10,45;€ 86,05;;€ 0,00;€ 86,05
;;;;;;;;;;Pollo Pomodore;Large Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;4;;€ 0,00;€ 31,80;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 17,90;;;;

Amersfoort;Lennox Poel;06-90835528;LennoxPoel@dayrep.com;Stephensonstraat 2;Amersfoort;donderdag 22 februari 2018;Bezorgen;donderdag 22 februari 2018;17:00;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 25,90;€ 76,65;2e pizza gratis bij afhalen;€ 0,00;€ 76,65
;;;;;;;;;;Caprese;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;

Groningen Boterdiep;Aäron Lutters;06-56672646;AaronLutters@jourrapide.com;Oude Ebbingestraat 67;Groningen;woensdag 28 november 2018;Bezorgen;woensdag 28 november 2018;16:47;Americana;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 89,60;;€ 0,00;€ 89,60
;;;;;;;;;;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;4;;€ 0,00;€ 51,80;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;

Zwolle;Atif Schrijver;06-53349708;AtifSchrijver@rhyta.com;Ossenkampweg 91;Zwolle;maandag 20 augustus 2018;Afhalen;maandag 20 augustus 2018;17:26;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;€ 17,90;;€ 0,00;€ 17,90

Harderwijk;Sakine Driessen;06-62135657;SakineDriessen@fleckens.hu;Kuyperlaan 21;Harderwijk;zaterdag 11 maart 2017;Afhalen;zaterdag 11 maart 2017;19:16;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;€ 111,50;;€ 0,00;€ 111,50
;;;;;;;;;;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Pollo Pomodore;Large Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;4;;€ 0,00;€ 47,80;;;;

Rotterdam Zuidplein;Sunniva van de Koppel;06-71737904;SunnivavandeKoppel@cuvox.de;Vink 95;Hoogvliet;dinsdag 2 juli 2019;Afhalen;dinsdag 2 juli 2019;17:12;Tonno;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 10,95;;€ 0,00;€ 10,95

Uden;Derk Wijnings;06-88193447;DerkWijnings@fleckens.hu;Vorstenburg 97;Uden;maandag 3 september 2018;Bezorgen;maandag 3 september 2018;20:53;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 17,90;€ 30,85;;€ 0,00;€ 30,85
;;;;;;;;;;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;

Weert;Jannieke van den Hoorn;06-80442241;JanniekevandenHoorn@einrot.com;Tromplaan 172;Weert;dinsdag 21 mei 2019;Bezorgen;dinsdag 21 mei 2019;16:40;Beenham;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;€ 29,85;;€ 0,00;€ 29,85
;;;;;;;;;;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;1;Knoflooksaus Swirl, Tonijn;€ 2,00;€ 13,95;;;;

Oud Beijerland;Ires Munnik;06-62269015;IresMunnik@jourrapide.com;S. Goudswaardstraat 142;Oud-Beijerland;dinsdag 23 januari 2018;Afhalen;dinsdag 23 januari 2018;17:41;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;2;Bacon;€ 1,00;€ 21,90;€ 42,75;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 40,75
;;;;;;;;;;BBQ Cannibale;Medium Cheesy Crust Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 13,90;;;;

Terneuzen;Teun van den Bogaert;06-31515857;TeunvandenBogaert@gustr.com;Axelsestraat 88;Terneuzen;vrijdag 8 juni 2018;Afhalen;vrijdag 8 juni 2018;20:07;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 13,90;€ 13,90;;€ 0,00;€ 13,90

Purmerend;Erwin Engelaar;06-42319256;ErwinEngelaar@armyspy.com;Dijckscampenlaan 108;Purmerend;maandag 9 oktober 2017;Afhalen;maandag 9 oktober 2017;20:11;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 17,90;€ 50,70;;€ 0,00;€ 50,70
;;;;;;;;;;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 9,95;;;;

Eindhoven Woensel;Lucas Gordijn;06-93673084;LucasGordijn@jourrapide.com;Berckheydestraat 76;Eindhoven;zaterdag 3 maart 2018;Afhalen;zaterdag 3 maart 2018;20:15;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;€ 31,80;;€ 0,00;€ 31,80
;;;;;;;;;;Americana;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;

Zoetermeer;Jilke Franzen;06-72247347;JilkeFranzen@dayrep.com;Pieter Cornelis Boutenshove 1;Zoetermeer;woensdag 15 februari 2017;Afhalen;woensdag 15 februari 2017;18:28;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 8,95;€ 28,85;;€ 0,00;€ 28,85
;;;;;;;;;;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 19,90;;;;

Meppel;Sarah Hultermans;06-92577036;SarahHultermans@gustr.com;Zomerdijk 131;Meppel;woensdag 28 maart 2018;Afhalen;woensdag 28 maart 2018;18:28;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 9,95;€ 55,65;;€ 0,00;€ 55,65
;;;;;;;;;;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 31,80;;;;
;;;;;;;;;;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;;;;
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 7,95;;;;

Groningen Paterswoldseweg;Agnieszka Bik;06-95039867;AgnieszkaBik@dayrep.com;Ruiterstraat 190;Groningen;zondag 8 september 2019;Bezorgen;zondag 8 september 2019;19:21;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Velp;Semmy Schreven;06-24639890;SemmySchreven@gustr.com;Oosterdiep Oostzijde 151;Emmer-Compascuum;vrijdag 11 mei 2018;Afhalen;vrijdag 11 mei 2018;18:10;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 31,80;€ 72,60;;€ 0,00;€ 72,60
;;;;;;;;;;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;;;;
;;;;;;;;;;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Arnhem Centrum;Angelina Elbertsen;06-98071237;AngelinaElbertsen@rhyta.com;Abshovenpad 88;Arnhem;zaterdag 30 september 2017;Afhalen;zaterdag 30 september 2017;19:10;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 12,95;€ 22,90;25% korting op je bestelling;€ 5,73;€ 17,18
;;;;;;;;;;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Sneek;Nafisa Abma;06-93946234;NafisaAbma@teleworm.us;Fiifgeawei 166;Offingawier;zondag 11 februari 2018;Afhalen;zondag 11 februari 2018;17:23;Tonno;Medium Pizza;Tomatensaus;€ 6,95;1;Gehakt, Spinazie, Ham;€ 3,00;€ 9,95;€ 9,95;3e pizza gratis bij bezorgen;€ 0,00;€ 9,95

Hengelo;Vanja Siersema;06-73232572;VanjaSiersema@dayrep.com;Oude Varsselseweg 175;Hengelo;vrijdag 1 februari 2019;Afhalen;vrijdag 1 februari 2019;16:50;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 17,90;€ 17,90;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 17,90

Tilburg Laarstraat;Rommert Vaes;06-21496121;RommertVaes@rhyta.com;Gounodlaan 59;Tilburg;vrijdag 4 augustus 2017;Bezorgen;vrijdag 4 augustus 2017;18:02;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 23,90;€ 23,90;;€ 0,00;€ 23,90

Landgraaf;Trientje Lenters;06-37661240;TrientjeLenters@dayrep.com;Dorpstraat 16;Landgraaf;dinsdag 25 juli 2017;Bezorgen;dinsdag 25 juli 2017;17:36;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;€ 42,75;;€ 0,00;€ 42,75
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;;;;
;;;;;;;;;;Beenham;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;;;;

Gouda;Lahbib Dubbeld;06-81005291;LahbibDubbeld@cuvox.de;Zoutmanplein 73;Gouda;zondag 25 november 2018;Bezorgen;zondag 25 november 2018;17:37;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;€ 9,95;;€ 0,00;€ 9,95

Deventer;Isaiah Laurijssen;06-44783598;IsaiahLaurijssen@einrot.com;Jan Luykenlaan 30;Deventer;maandag 24 juli 2017;Afhalen;maandag 24 juli 2017;18:58;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 28,85;;€ 0,00;€ 28,85
;;;;;;;;;;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;;;;

Amsterdam Oostelijke Handelskade;Radi Bezuijen;06-53504355;RadiBezuijen@jourrapide.com;Gaffelstraat 137;Amsterdam;dinsdag 29 augustus 2017;Afhalen;dinsdag 29 augustus 2017;19:23;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 65,60;3e pizza gratis bij bezorgen;€ 0,00;€ 65,60
;;;;;;;;;;Deluxe;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Caprese;Medium Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 19,80;;;;
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 12,95;;;;

Groningen Boterdiep;Reginald Wemmenhove;06-45628890;ReginaldWemmenhove@einrot.com;Siersteenlaan 130;Groningen;zondag 16 december 2018;Afhalen;zondag 16 december 2018;20:41;Margaritha;Large Pizza;Tomatensaus;€ 4,95;4;Kaasmix, Groene Olijven;€ 2,50;€ 45,80;€ 71,65;;€ 0,00;€ 71,65
;;;;;;;;;;Veggi;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;;;;

Leiderdorp;Sanya Borst;06-70584470;SanyaBorst@rhyta.com;Rozemarijntuin 147;Leiderdorp;maandag 13 mei 2019;Bezorgen;maandag 13 mei 2019;18:10;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 13,90;€ 48,70;25% korting op je bestelling;€ 12,18;€ 36,53
;;;;;;;;;;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;;;;
;;;;;;;;;;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Tonno;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;

Woerden;Wilfried Lapré;06-84915486;WilfriedLapre@armyspy.com;Jurastraat 19;Woerden;woensdag 11 januari 2017;Afhalen;woensdag 11 januari 2017;17:27;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;€ 47,75;;€ 0,00;€ 47,75
;;;;;;;;;;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Margaritha;Large Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 8,95;;;;

Arnhem Centrum;Wilco Titulaer;06-58594198;WilcoTitulaer@rhyta.com;Koewei 36;Arnhem;woensdag 26 juli 2017;Afhalen;woensdag 26 juli 2017;18:55;Margaritha;Large Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 35,80;€ 110,95;;€ 0,00;€ 110,95
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 43,80;;;;
;;;;;;;;;;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;1;Gehakt, Honing Mosterdsaus;€ 1,50;€ 9,45;;;;

Amsterdam Bos en Lommerweg;Billy Rose;06-82710915;BillyRose@teleworm.us;Beemsterstraat 104;Amsterdam;zaterdag 10 november 2018;Afhalen;zaterdag 10 november 2018;20:58;Americana;Large Pizza;Tomatensaus;€ 6,95;2;Kip, Groene Olijven, Groene Olijven, Kaasmix;€ 4,50;€ 30,90;€ 70,70;;€ 0,00;€ 70,70
;;;;;;;;;;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Nieuwegein;Alain Pol;06-14493575;AlainPol@rhyta.com;Meindert Hobbemahage 57;Nieuwegein;donderdag 30 augustus 2018;Afhalen;donderdag 30 augustus 2018;19:00;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;€ 78,10;;€ 0,00;€ 78,10
;;;;;;;;;;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;4;;€ 0,00;€ 35,80;;;;
;;;;;;;;;;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;1;Verse Tomaat, Beenham, Kaas;€ 3,50;€ 13,45;;;;
;;;;;;;;;;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 19,90;;;;

Capelle a/d Yssel;Jayson Burgman;06-90228695;JaysonBurgman@dayrep.com;Marsdiep 83;Capelle aan den IJssel;donderdag 11 oktober 2018;Afhalen;donderdag 11 oktober 2018;19:30;Beenham;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 16,90;;€ 0,00;€ 16,90
;;;;;;;;;;Creamy Bacon;Medium Cheesy Crust Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Apeldoorn;Jamil Hoek;06-47171428;JamilHoek@cuvox.de;De Sikkel 162;Apeldoorn;zondag 1 juli 2018;Bezorgen;zondag 1 juli 2018;19:13;Beenham;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 62,70;;€ 0,00;€ 62,70
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;2;Knoflooksaus Swirl, Pepperoni, Spinazie;€ 2,50;€ 20,90;;;;
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;

Nootdorp;Raïsa Bergenhenegouwen;06-55916266;RaisaBergenhenegouwen@teleworm.us;IJsselsteyn 105;Spankeren;vrijdag 14 september 2018;Afhalen;vrijdag 14 september 2018;20:42;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;€ 52,75;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 50,75
;;;;;;;;;;Deluxe;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 12,95;;;;

Rotterdam Vuurplaat;Jean-Pierre van Lit;06-35188969;Jean-PierrevanLit@gustr.com;Kromme Hagen 195;Rotterdam;donderdag 23 februari 2017;Afhalen;donderdag 23 februari 2017;17:16;Veggi;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 73,60;;€ 0,00;€ 73,60
;;;;;;;;;;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Veggi;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;

Den Haag Goudenregenplein;Aïmane Hermanns;06-96668995;AimaneHermanns@jourrapide.com;Oranjelaan 92;Geleen;vrijdag 19 januari 2018;Afhalen;vrijdag 19 januari 2018;18:26;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 19,90;€ 26,85;;€ 0,00;€ 26,85
;;;;;;;;;;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;;;;

Delft Papsouwselaan;Meta van Haandel;06-33591850;MetavanHaandel@gustr.com;van Hasseltlaan 104;Delft;dinsdag 13 augustus 2019;Afhalen;dinsdag 13 augustus 2019;19:23;Creamy Bacon;Medium Cheesy Crust Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 9,95;€ 29,85;2e pizza gratis bij afhalen;€ 6,95;€ 22,90
;;;;;;;;;;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 7,95;;;;

Berkel en Rodenrijs;Zayd Boom;06-21719543;ZaydBoom@jourrapide.com;Hyacinthlaan 17;Berkel en Rodenrijs;zondag 8 december 2019;Afhalen;zondag 8 december 2019;18:02;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 5,95;€ 5,95;;€ 0,00;€ 5,95

Amsterdam Oostelijke Handelskade;Mohini Ruijters;06-39858162;MohiniRuijters@fleckens.hu;Churchilllaan 97;Amsterdam;zondag 2 september 2018;Bezorgen;zondag 2 september 2018;20:52;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;€ 17,90;;€ 0,00;€ 17,90

Zwolle;Priyanka van Drunen;06-88639385;PriyankavanDrunen@dayrep.com;Regentenstraat 6;Zwolle;donderdag 13 juni 2019;Afhalen;donderdag 13 juni 2019;16:40;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;4;;€ 0,00;€ 35,80;€ 35,80;;€ 0,00;€ 35,80

