Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
;;;;;;;;;;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;1;Shoarma, Paprikamix;€ 2,50;€ 11,45;;;;

Emmen;Abbas Kuis;06-99442685;AbbasKuis@gustr.com;Laan van de Bork 148;Emmen;donderdag 29 augustus 2019;Afhalen;donderdag 29 augustus 2019;18:57;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 8,95;€ 32,80;;€ 0,00;€ 32,80
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Enschede;Damini van Bon;06-98568210;DaminivanBon@cuvox.de;Emmastraat 112;Enschede;dinsdag 10 april 2018;Afhalen;dinsdag 10 april 2018;16:20;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;€ 65,65;;€ 0,00;€ 65,65
;;;;;;;;;;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Salame Speciale;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;

Enschede;Scott Mauritz;06-35370609;ScottMauritz@jourrapide.com;Williggoorweg 30;Enschede;zaterdag 9 maart 2019;Afhalen;zaterdag 9 maart 2019;20:56;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 12,95;€ 12,95;3e pizza gratis bij bezorgen;€ 0,00;€ 12,95

Bussum;Damion ter Heide;06-29775938;DamionterHeide@dayrep.com;Ceintuurbaan 146;Bussum;woensdag 7 maart 2018;Bezorgen;woensdag 7 maart 2018;20:39;Supreme;Family XXL Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 12,95;€ 47,75;3e pizza gratis bij bezorgen;€ 7,95;€ 39,80
;;;;;;;;;;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;;;;

Almelo;Yigit van Aerle;06-85509191;YigitvanAerle@rhyta.com;De Karekiet 191;Almelo;vrijdag 6 december 2019;Afhalen;vrijdag 6 december 2019;18:24;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 43,75;;€ 0,00;€ 43,75
;;;;;;;;;;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Veggi;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;;;;

Utrecht Adelaarstraat;Henriette van Rooijen;06-86147243;HenriettevanRooijen@teleworm.us;Waterhoenhof 125;Utrecht;zaterdag 23 februari 2019;Bezorgen;zaterdag 23 februari 2019;18:18;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;4;;€ 0,00;€ 31,80;€ 67,60;3e pizza gratis bij bezorgen;€ 4,95;€ 62,65
;;;;;;;;;;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;;;;
;;;;;;;;;;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 17,90;;;;

Tilburg Thomas van Aquinostraat;Charlaine Crielaard;06-38953531;CharlaineCrielaard@cuvox.de;Van Maarseveenstraat 93;Tilburg;zaterdag 24 februari 2018;Bezorgen;zaterdag 24 februari 2018;17:50;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Rotterdam Schiebroek;Cindel Hommes;06-51710137;CindelHommes@fleckens.hu;De Villeneuvestraat 17;Rotterdam;vrijdag 6 december 2019;Afhalen;vrijdag 6 december 2019;19:17;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 69,55;;€ 0,00;€ 69,55
;;;;;;;;;;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;;;;
;;;;;;;;;;Beenham;Italian Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 31,80;;;;

Rotterdam Noord;Sohaib van Noppen;06-13059080;SohaibvanNoppen@cuvox.de;Maaskade 118;Rotterdam;maandag 11 september 2017;Afhalen;maandag 11 september 2017;16:23;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;€ 39,80;;€ 0,00;€ 39,80
;;;;;;;;;;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Tonno;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;

Veenendaal;Tyrell van Riet;06-11366676;TyrellvanRiet@armyspy.com;Zuiderkruis 60;Veenendaal;dinsdag 10 januari 2017;Bezorgen;dinsdag 10 januari 2017;18:27;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 7,95;€ 7,95;;€ 0,00;€ 7,95

Leidschendam;Charlene Boel;06-31930747;CharleneBoel@cuvox.de;Valkhof 122;Leidschendam;maandag 22 april 2019;Afhalen;maandag 22 april 2019;17:18;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;4;;€ 0,00;€ 31,80;€ 31,80;2e pizza gratis bij afhalen;€ 0,00;€ 31,80

Soest;Jools Hesen;06-36300079;JoolsHesen@gustr.com;Veldmaarschalk Montgomeryweg 1;Soesterberg;vrijdag 16 maart 2018;Afhalen;vrijdag 16 maart 2018;16:42;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;€ 21,90;;€ 0,00;€ 21,90
;;;;;;;;;;Extravaganzza;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Hengelo;Door Benning;06-52376598;DoorBenning@superrito.com;Pastoriestraat 146;Keijenborg;dinsdag 26 juni 2018;Afhalen;dinsdag 26 juni 2018;18:02;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;€ 43,80;3e pizza gratis bij bezorgen;€ 0,00;€ 43,80
;;;;;;;;;;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;;;;

Arnhem;Ginger Oostendorp;06-88909488;GingerOostendorp@rhyta.com;Ulrumpad 77;Arnhem;maandag 8 april 2019;Bezorgen;maandag 8 april 2019;16:37;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;1;Paprikamix, Ananas, Verse Tomaat, Pepperoni;€ 4,00;€ 13,95;€ 31,85;2e pizza gratis bij afhalen;€ 0,00;€ 31,85
;;;;;;;;;;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;

Amersfoort Vathorst;Aynur Meijerman;06-30317239;AynurMeijerman@rhyta.com;Rijpstraat 57;Amersfoort;donderdag 7 februari 2019;Afhalen;donderdag 7 februari 2019;18:29;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 15,90;€ 15,90;;€ 0,00;€ 15,90

Wageningen;Renz Knubben;06-94482344;RenzKnubben@armyspy.com;Hertenlaan 125;Wageningen;zaterdag 22 juli 2017;Afhalen;zaterdag 22 juli 2017;19:26;Tonno;Large Pizza;Tomatensaus;€ 6,95;2;Rode Ui, Spinazie, Beenham, Gorgonzola;€ 4,50;€ 30,90;€ 48,80;3e pizza gratis bij bezorgen;€ 0,00;€ 48,80
;;;;;;;;;;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;

Drachten;Fenneken Wouda;06-84008760;FennekenWouda@dayrep.com;Prins Mauritslaan 194;Bussum;woensdag 27 juni 2018;Bezorgen;woensdag 27 juni 2018;17:20;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 5,95;;€ 0,00;€ 5,95

Lelystad;Fenno Groenendijk;06-62501884;FennoGroenendijk@einrot.com;Punter 129;Lelystad;zondag 9 september 2018;Bezorgen;zondag 9 september 2018;18:08;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;2;Champignons;€ 1,00;€ 29,90;€ 55,80;3e pizza gratis bij bezorgen;€ 8,95;€ 46,85
;;;;;;;;;;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 12,95;;;;

Wassenaar;Indiana van der Burg;06-68458998;IndianavanderBurg@dayrep.com;Lindenhoflaan 60;Wassenaar;dinsdag 9 mei 2017;Afhalen;dinsdag 9 mei 2017;16:23;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;4;;€ 0,00;€ 43,80;€ 86,55;;€ 0,00;€ 86,55
;;;;;;;;;;Tonno;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 13,90;;;;

Wijchen;Ilvy Rossel;06-18717211;IlvyRossel@armyspy.com;Einsteinstraat 41;Wijchen;zondag 21 januari 2018;Afhalen;zondag 21 januari 2018;19:41;Deluxe;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 21,90;;€ 0,00;€ 21,90

Etten Leur;Ada Borg;06-44100368;AdaBorg@jourrapide.com;Paukeslag 26;Etten-Leur;donderdag 28 februari 2019;Bezorgen;donderdag 28 februari 2019;16:55;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;€ 35,80;;€ 0,00;€ 35,80
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 19,90;;;;

Amsterdam Ceintuurbaan;Albert-Jan Thielen;06-65663490;Albert-JanThielen@rhyta.com;Joop van Weezelhof 126;Amsterdam;vrijdag 25 oktober 2019;Bezorgen;vrijdag 25 oktober 2019;16:56;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;€ 16,90;;€ 0,00;€ 16,90
;;;;;;;;;;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 8,95;;;;

Eindhoven Gestel;Lynette Groothuis;06-37481183;LynetteGroothuis@cuvox.de;Dieppelaan 99;Eindhoven;maandag 10 september 2018;Bezorgen;maandag 10 september 2018;17:50;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 11,95;€ 29,85;;€ 0,00;€ 29,85
;;;;;;;;;;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;

Oosterhout;Zarife van Schuppen;06-68303453;ZarifevanSchuppen@gustr.com;Ridderstraat 159;Oosterhout;woensdag 27 februari 2019;Bezorgen;woensdag 27 februari 2019;20:17;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Maassluis;Devina Hofma;06-71287397;DevinaHofma@rhyta.com;Havikstraat 180;Maassluis;dinsdag 4 april 2017;Afhalen;dinsdag 4 april 2017;19:08;Hawaii;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 30,75;;€ 0,00;€ 30,75
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 23,80;;;;

Helmond;Jozef Naarden;06-37808909;JozefNaarden@armyspy.com;Rivierensingel 53;Helmond;dinsdag 22 oktober 2019;Afhalen;dinsdag 22 oktober 2019;20:38;Extravaganzza;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;€ 55,70;;€ 0,00;€ 55,70
;;;;;;;;;;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Tonno;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Supreme;Large Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 23,90;;;;

Purmerend;Alpha Brandsma;06-70959201;AlphaBrandsma@einrot.com;Roedestraat 157;Purmerend;donderdag 19 juli 2018;Afhalen;donderdag 19 juli 2018;19:00;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Roosendaal;Sunil Bertram;06-65720599;SunilBertram@dayrep.com;Roosendaalsestraat 104;Wouw;dinsdag 1 augustus 2017;Bezorgen;dinsdag 1 augustus 2017;19:46;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 13,95;€ 25,40;;€ 0,00;€ 25,40
;;;;;;;;;;Margaritha;Large Pizza;Tomatensaus;€ 4,95;1;Kaasmix, Kaas;€ 2,50;€ 11,45;;;;

Harderwijk;Rolinda Maat;06-25648994;RolindaMaat@cuvox.de;Fahrenheitstraat 38;Harderwijk;vrijdag 20 juli 2018;Afhalen;vrijdag 20 juli 2018;19:48;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;€ 7,95;;€ 0,00;€ 7,95

Dordrecht Van Oldenbarneveltplein;Rizwan Tuk;06-49445856;RizwanTuk@cuvox.de;Weerdestein 69;Dordrecht;maandag 25 november 2019;Afhalen;maandag 25 november 2019;16:42;Tonno;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 6,95;;€ 0,00;€ 6,95

Enschede;Salma Vaandrager;06-88813080;SalmaVaandrager@superrito.com;Gronausestraat 166;Enschede;zaterdag 30 september 2017;Bezorgen;zaterdag 30 september 2017;16:41;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;1;Knoflooksaus Swirl, Rode Ui;€ 1,50;€ 9,45;€ 56,65;;€ 0,00;€ 56,65
;;;;;;;;;;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;1;Kaasmix, Spaanse Pepers, Merguez, Pepperoni;€ 4,50;€ 11,45;;;;
;;;;;;;;;;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 23,80;;;;

Noordwijk;Maximiliano Reek;06-86453353;MaximilianoReek@einrot.com;Piet Heinstraat 173;Noordwijk;donderdag 5 juli 2018;Afhalen;donderdag 5 juli 2018;16:07;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 36,35;2e pizza gratis bij afhalen;€ 8,95;€ 27,40
;;;;;;;;;;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;1;Honing Mosterdsaus, Chicken Kebab, Ananas, Spinazie;€ 4,50;€ 14,45;;;;

Amersfoort;Moësha Augustinus;06-56666331;MoeshaAugustinus@fleckens.hu;Loefzijde 4;Amersfoort;zondag 26 februari 2017;Afhalen;zondag 26 februari 2017;16:46;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;€ 23,90;;€ 0,00;€ 23,90
;;;;;;;;;;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 13,95;;;;

Hengelo;Vanja Siersema;06-73232572;VanjaSiersema@dayrep.com;Oude Varsselseweg 175;Hengelo;zondag 3 juni 2018;Bezorgen;zondag 3 juni 2018;17:28;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;1;Salami, Champignons, Tonijn, Gehakt;€ 4,50;€ 14,45;€ 14,45;;€ 0,00;€ 14,45

Capelle a/d Yssel;Jackie Vastenhout;06-23301131;JackieVastenhout@superrito.com;Merellaan 88;Capelle aan den IJssel;vrijdag 27 september 2019;Afhalen;vrijdag 27 september 2019;19:48;Tonno;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 47,75;;€ 0,00;€ 47,75
;;;;;;;;;;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;;;;

Zaandam;Yamna van der Steen;06-77573733;YamnavanderSteen@dayrep.com;Vinkenstraat 113;Rotterdam;zaterdag 21 december 2019;Bezorgen;zaterdag 21 december 2019;20:47;Four Cheese;Family XXL Pizza;Tomatensaus;€ 7,95;4;;€ 0,00;€ 51,80;€ 73,70;;€ 0,00;€ 73,70
;;;;;;;;;;Beenham;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;

Dordrecht Bamendaweg;Yamilla Aalderink;06-24958525;YamillaAalderink@armyspy.com;Heimerstein 154;Dordrecht;woensdag 27 februari 2019;Afhalen;woensdag 27 februari 2019;16:52;Shoarma;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;€ 20,90;;€ 0,00;€ 20,90
;;;;;;;;;;Margaritha;Large Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 8,95;;;;

Voorburg;Giovani Klaasen;06-63621968;GiovaniKlaasen@gustr.com;Taatsendijk 103;Utrecht;dinsdag 5 september 2017;Bezorgen;dinsdag 5 september 2017;16:44;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 21,90;€ 21,90;;€ 0,00;€ 21,90

Leiderdorp;Lore Elderhorst;06-20371566;LoreElderhorst@einrot.com;Lisdoddekreek 67;Leiderdorp;donderdag 1 november 2018;Bezorgen;donderdag 1 november 2018;16:34;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 15,90;€ 20,85;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 20,85
;;;;;;;;;;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 4,95;;;;

Ede;Ekram van Ool;06-36133852;EkramvanOol@armyspy.com;Raadhuisplein 173;Ede;zaterdag 18 maart 2017;Afhalen;zaterdag 18 maart 2017;20:58;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;€ 23,85;;€ 0,00;€ 23,85
;;;;;;;;;;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;;;;

Bussum;Caro Wolsink;06-38146080;CaroWolsink@teleworm.us;Zwarteweg 132;Bussum;vrijdag 10 november 2017;Bezorgen;vrijdag 10 november 2017;17:04;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;4;;€ 0,00;€ 35,80;€ 35,80;2e pizza gratis bij afhalen;€ 0,00;€ 35,80

Maassluis;Glenn Damsma;06-64072615;GlennDamsma@rhyta.com;Van Embdenstraat 23;Maassluis;woensdag 19 april 2017;Afhalen;woensdag 19 april 2017;19:05;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 25,90;€ 36,85;25% korting op je bestelling;€ 9,21;€ 27,64
;;;;;;;;;;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 10,95;;;;

Bussum;Abe Kruijs;06-29148739;AbeKruijs@gustr.com;Graaf Wichmanlaan 182;Bussum;woensdag 29 maart 2017;Afhalen;woensdag 29 maart 2017;16:49;Funghi;Large Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 8,95;€ 45,75;;€ 0,00;€ 45,75
;;;;;;;;;;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;;;;

Heemskerk;Judy Leijdekkers;06-97233551;JudyLeijdekkers@dayrep.com;Kwikstaart 39;Heemskerk;woensdag 31 mei 2017;Bezorgen;woensdag 31 mei 2017;20:21;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;€ 15,90;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 15,90

Tilburg Thomas van Aquinostraat;Deny Noppen;06-90536604;DenyNoppen@cuvox.de;Spaansehoekstraat 69;Tilburg;woensdag 4 december 2019;Bezorgen;woensdag 4 december 2019;16:59;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 7,95;€ 25,85;;€ 0,00;€ 25,85
;;;;;;;;;;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 17,90;;;;

Amstelveen;Jamilla de Pee;06-39929951;JamilladePee@einrot.com;De Uitvlugt 12;Amstelveen;zaterdag 23 juni 2018;Bezorgen;zaterdag 23 juni 2018;20:41;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 46,75;2e pizza gratis bij afhalen;€ 0,00;€ 46,75
;;;;;;;;;;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Beenham;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;;;;

Terneuzen;Mitra Sahertian;06-81149496;MitraSahertian@fleckens.hu;Archimedesstraat 118;Terneuzen;maandag 5 november 2018;Bezorgen;maandag 5 november 2018;19:34;Four Cheese;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;€ 37,80;;€ 0,00;€ 37,80
;;;;;;;;;;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 8,95;;;;

Veenendaal;Tjipke Koolen;06-51922426;TjipkeKoolen@superrito.com;Kernreactorstraat 9;Veenendaal;zaterdag 15 december 2018;Afhalen;zaterdag 15 december 2018;18:13;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 9,95;€ 55,70;;€ 0,00;€ 55,70
;;;;;;;;;;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;2;Geitenkaas;€ 1,00;€ 17,90;;;;
;;;;;;;;;;Funghi;Large Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 17,90;;;;

Heerhugowaard;Sal Geijtenbeek;06-31580516;SalGeijtenbeek@cuvox.de;Pascalstraat 25;Heerhugowaard;maandag 26 februari 2018;Afhalen;maandag 26 februari 2018;17:19;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 9,95;€ 39,80;;€ 0,00;€ 39,80
;;;;;;;;;;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;3;;€ 0,00;€ 29,85;;;;

Apeldoorn;Tjomme Snoeks;06-86420557;TjommeSnoeks@rhyta.com;Origenesstraat 90;Apeldoorn;dinsdag 29 augustus 2017;Afhalen;dinsdag 29 augustus 2017;17:35;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 12,95;€ 52,80;25% korting op je bestelling;€ 13,20;€ 39,60
;;;;;;;;;;Pollo Pomodore;Large Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 12,95;;;;

De Meern;Jippe Breebaart;06-73349680;JippeBreebaart@dayrep.com;Basserweg 83;Basse;woensdag 27 november 2019;Bezorgen;woensdag 27 november 2019;19:53;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;4;Rode Ui, Kip, Beenham, Groene Olijven;€ 4,50;€ 49,80;€ 49,80;;€ 0,00;€ 49,80

Den Bosch Empel;Sait Gerdes;06-32621227;SaitGerdes@rhyta.com;Prins Mauritslaan 142;Rosmalen;zondag 27 oktober 2019;Afhalen;zondag 27 oktober 2019;19:00;Caprese;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 21,85;;€ 0,00;€ 21,85
;;;;;;;;;;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;

Wageningen;Aron Muntinga;06-21464215;AronMuntinga@rhyta.com;Postjesweg 148;Wageningen;zondag 15 oktober 2017;Afhalen;zondag 15 oktober 2017;19:33;Funghi;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;€ 4,95;;€ 0,00;€ 4,95

Groningen Paterswoldseweg;Yassira Dreessen;06-97617558;YassiraDreessen@gustr.com;Hereweg 174;Groningen;zondag 16 september 2018;Afhalen;zondag 16 september 2018;20:50;BBQ Mixed Grill;Large Pizza;Barbecue Saus;€ 7,95;4;;€ 0,00;€ 47,80;€ 57,70;;€ 0,00;€ 57,70
;;;;;;;;;;Caprese;Medium Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 9,90;;;;

