Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen

Breda Graaf Hendrik III Plein;Simen van Veldhuizen;06-89356187;SimenvanVeldhuizen@einrot.com;Willem Alexanderstraat 170;Breda;maandag 10 december 2018;Bezorgen;maandag 10 december 2018;16:40;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;€ 24,90;2e pizza gratis bij afhalen;€ 0,00;€ 24,90
;;;;;;;;;;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;

Delft Binnenwatersloot;Silvia Piek;06-89057708;SilviaPiek@armyspy.com;van Almondestraat 45;Delft;donderdag 15 maart 2018;Bezorgen;donderdag 15 maart 2018;17:02;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;€ 55,70;;€ 0,00;€ 55,70
;;;;;;;;;;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

Almelo;Govert Boontjes;06-65556900;GovertBoontjes@dayrep.com;Rossinistraat 140;Almelo;vrijdag 19 oktober 2018;Afhalen;vrijdag 19 oktober 2018;18:51;Supreme;Family XXL Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 25,90;€ 59,75;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 57,75
;;;;;;;;;;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;2;Kip, Kaas;€ 2,00;€ 19,90;;;;

Gorinchem;Jeffery Clements;06-86149829;JefferyClements@rhyta.com;Ida Gerhardtpad 169;Gorinchem;zaterdag 8 april 2017;Afhalen;zaterdag 8 april 2017;16:25;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;€ 119,50;;€ 0,00;€ 119,50
;;;;;;;;;;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Supreme;Large Pizza;Barbecue Saus;€ 7,95;4;;€ 0,00;€ 47,80;;;;
;;;;;;;;;;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 25,90;;;;

Veldhoven;Johnson van Kalmthout;06-81745575;JohnsonvanKalmthout@gustr.com;De Run 190;Veldhoven;vrijdag 17 februari 2017;Bezorgen;vrijdag 17 februari 2017;16:59;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 19,90;€ 62,70;;€ 0,00;€ 62,70
;;;;;;;;;;Hawaii;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;;;;

Hoogezand;Helga Leuverink;06-40843881;HelgaLeuverink@einrot.com;Betsy Perkhof 36;Heemskerk;zaterdag 2 september 2017;Afhalen;zaterdag 2 september 2017;16:06;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 31,80;€ 60,70;;€ 0,00;€ 60,70
;;;;;;;;;;Beenham;Large Pizza;Tomatensaus;€ 6,95;2;Kip, Shoarma, Groene Olijven;€ 3,50;€ 28,90;;;;

Enschede;Leora Wiebenga;06-79074641;LeoraWiebenga@teleworm.us;Doctor Lovinkstraat 86;Enschede;donderdag 5 december 2019;Afhalen;donderdag 5 december 2019;19:25;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;€ 12,95;;€ 0,00;€ 12,95

Gorinchem;Mika Duchateau;06-25119555;MikaDuchateau@rhyta.com;Dokter Bauerstraat 97;Gorinchem;woensdag 16 januari 2019;Afhalen;woensdag 16 januari 2019;20:15;Shoarma;Large Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 23,90;€ 104,55;;€ 0,00;€ 104,55
;;;;;;;;;;Americana;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;4;;€ 0,00;€ 47,80;;;;
;;;;;;;;;;Supreme;Family XXL Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 25,90;;;;

Breda Graaf Hendrik III Plein;Annemijn Holtjer;06-58628016;AnnemijnHoltjer@armyspy.com;Dagpauwoog 78;Breda;dinsdag 19 maart 2019;Afhalen;dinsdag 19 maart 2019;18:10;Funghi;Large Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 35,80;€ 57,70;;€ 0,00;€ 57,70
;;;;;;;;;;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;

Purmerend;Elena Last;06-32945865;ElenaLast@armyspy.com;Jan Pieterszoon Sweelinckstraat 145;Purmerend;donderdag 6 juli 2017;Afhalen;donderdag 6 juli 2017;16:23;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;4;;€ 0,00;€ 35,80;€ 54,65;25% korting op je bestelling;€ 13,66;€ 40,99
;;;;;;;;;;Americana;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 4,95;;;;

Kampen;Johan Gijsbertsen;06-95046327;JohanGijsbertsen@armyspy.com;Veenmos 195;Kampen;zondag 6 mei 2018;Bezorgen;zondag 6 mei 2018;20:50;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;€ 45,75;;€ 0,00;€ 45,75
;;;;;;;;;;Supreme;Large Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Funghi;Medium Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 9,90;;;;

Voorburg;Mijndert Hoeksma;06-30615565;MijndertHoeksma@cuvox.de;Windmolenven 88;Haelen;vrijdag 6 januari 2017;Bezorgen;vrijdag 6 januari 2017;18:12;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 35,80;€ 35,80;25% korting op je bestelling;€ 8,95;€ 26,85

Dordrecht Bamendaweg;Marjet Risseeuw;06-17682119;MarjetRisseeuw@fleckens.hu;Vriesepoortshof 17;Dordrecht;vrijdag 12 juli 2019;Bezorgen;vrijdag 12 juli 2019;19:35;Caprese;Large Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 8,95;€ 32,85;;€ 0,00;€ 32,85
;;;;;;;;;;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 23,90;;;;

Barendrecht;Charly Gerritsen;06-56746433;CharlyGerritsen@jourrapide.com;Heegermeer 193;Barendrecht;vrijdag 28 juli 2017;Bezorgen;vrijdag 28 juli 2017;17:47;Funghi;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;€ 31,80;2e pizza gratis bij afhalen;€ 0,00;€ 31,80
;;;;;;;;;;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 19,90;;;;

Rotterdam Zuidplein;Amos Kloosterboer;06-21683175;AmosKloosterboer@jourrapide.com;Van Adrichemweg 186;Rotterdam;maandag 26 februari 2018;Afhalen;maandag 26 februari 2018;18:01;Supreme;Family XXL Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 25,90;€ 34,85;25% korting op je bestelling;€ 8,71;€ 26,14
;;;;;;;;;;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 8,95;;;;

Venlo;Marousha Boekhorst;06-23812814;MaroushaBoekhorst@jourrapide.com;Gasthuisstraat 103;Tegelen;vrijdag 16 augustus 2019;Afhalen;vrijdag 16 augustus 2019;17:58;Veggi;Medium Pizza;Tomatensaus;€ 6,95;1;Spinazie, Beenham, Gorgonzola, Spaanse Pepers;€ 4,50;€ 11,45;€ 23,35;2e pizza gratis bij afhalen;€ 4,95;€ 18,40
;;;;;;;;;;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;;;;

Terneuzen;Indi Dallinga;06-56727206;IndiDallinga@rhyta.com;Torenberg 15;Zaamslag;maandag 10 april 2017;Afhalen;maandag 10 april 2017;17:06;Creamy Bacon;Medium Cheesy Crust Pizza;Creme Fraiche;€ 7,95;1;Shoarma, Pepperoni;€ 2,50;€ 12,45;€ 28,35;;€ 0,00;€ 28,35
;;;;;;;;;;Veggi;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;

Zeist;Nannette Mout;06-22371352;NannetteMout@einrot.com;Thorbeckelaan 104;Zeist;vrijdag 18 augustus 2017;Bezorgen;vrijdag 18 augustus 2017;17:45;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;4;;€ 0,00;€ 35,80;€ 44,75;;€ 0,00;€ 44,75
;;;;;;;;;;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

Vlissingen;Zarina Volkerink;06-39280228;ZarinaVolkerink@dayrep.com;Willem Roelofszlaan 101;Vlissingen;dinsdag 25 september 2018;Afhalen;dinsdag 25 september 2018;16:51;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 21,90;€ 21,90;;€ 0,00;€ 21,90

Capelle a/d Yssel;Mellisa Brantjes;06-50576417;MellisaBrantjes@einrot.com;Mauritsstraat 172;Capelle aan den IJssel;dinsdag 23 oktober 2018;Afhalen;dinsdag 23 oktober 2018;20:24;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;2;Chicken Kebab;€ 2,00;€ 27,90;€ 86,55;2e pizza gratis bij afhalen;€ 4,95;€ 81,60
;;;;;;;;;;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Pollo Pomodore;Large Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 27,80;;;;

Helmond;Miquel Oostdijk;06-26534518;MiquelOostdijk@superrito.com;Engelseweg 133;Helmond;zondag 2 juni 2019;Afhalen;zondag 2 juni 2019;16:43;Americana;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;€ 18,90;2e pizza gratis bij afhalen;€ 6,95;€ 11,95
;;;;;;;;;;Beenham;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;

Houten;Geanne Zuidema;06-38294459;GeanneZuidema@fleckens.hu;Essenkade 191;Houten;maandag 6 maart 2017;Bezorgen;maandag 6 maart 2017;17:41;Veggi;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;€ 7,95;2e pizza gratis bij afhalen;€ 0,00;€ 7,95

Leiden;Silvester van Groeningen;06-52875511;SilvestervanGroeningen@superrito.com;Meerburgerkade 87;Leiden;donderdag 12 juli 2018;Bezorgen;donderdag 12 juli 2018;19:53;Americana;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 13,90;;€ 0,00;€ 13,90
;;;;;;;;;;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;;;;

Oud Beijerland;Rinke Timmermans;06-25380386;RinkeTimmermans@gustr.com;Admiraal de Ruyterstraat 32;Oud-Beijerland;woensdag 25 september 2019;Bezorgen;woensdag 25 september 2019;18:20;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;€ 16,90;;€ 0,00;€ 16,90
;;;;;;;;;;Four Cheese;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;;;;

Rotterdam Schiebroek;Shukri Xhofleer;06-11574461;ShukriXhofleer@einrot.com;Weerlanerstraat 99;Rotterdam;zondag 11 februari 2018;Bezorgen;zondag 11 februari 2018;16:58;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 19,90;€ 69,60;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 67,60
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Caprese;Large Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 35,80;;;;

Valkenswaard;Soukaina Zaaijer;06-95261019;SoukainaZaaijer@jourrapide.com;Daalderhof 11;Valkenswaard;donderdag 12 oktober 2017;Afhalen;donderdag 12 oktober 2017;19:34;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 6,95;€ 18,90;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 18,90
;;;;;;;;;;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;

Rotterdam Noord;Tulay van der Klift;06-57026008;TulayvanderKlift@rhyta.com;Hoogenwaardstraat 13;Rotterdam;zaterdag 22 juli 2017;Afhalen;zaterdag 22 juli 2017;19:16;Deluxe;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 21,90;3e pizza gratis bij bezorgen;€ 0,00;€ 21,90

Amsterdam Overtoom;Lieven van Lin;06-82356591;LievenvanLin@gustr.com;Ruyschstraat 46;Amsterdam;zondag 9 april 2017;Afhalen;zondag 9 april 2017;16:42;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 27,80;€ 27,80;;€ 0,00;€ 27,80

Heemskerk;Dimitris Moree;06-77079402;DimitrisMoree@einrot.com;Chopinstraat 7;Heemskerk;maandag 23 oktober 2017;Bezorgen;maandag 23 oktober 2017;18:21;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 10,95;€ 23,90;;€ 0,00;€ 23,90
;;;;;;;;;;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;

Hoorn;Ilonca Meekel;06-12605788;IloncaMeekel@fleckens.hu;Gording 182;Hoorn;zondag 29 januari 2017;Bezorgen;zondag 29 januari 2017;17:48;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;€ 77,60;;€ 0,00;€ 77,60
;;;;;;;;;;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Salame Speciale;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;4;;€ 0,00;€ 39,80;;;;

Breda Graaf Hendrik III Plein;Stephanie van der Loo;06-61882420;StephanievanderLoo@fleckens.hu;Crogtdijk 29;Breda;donderdag 23 augustus 2018;Bezorgen;donderdag 23 augustus 2018;19:57;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 21,90;€ 49,70;;€ 0,00;€ 49,70
;;;;;;;;;;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 27,80;;;;

Spijkenisse;Ceren Bruijnen;06-75631793;CerenBruijnen@teleworm.us;Mies van Oort-Laustraat 58;Spijkenisse;dinsdag 9 juli 2019;Bezorgen;dinsdag 9 juli 2019;19:56;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 27,80;€ 80,55;;€ 0,00;€ 80,55
;;;;;;;;;;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

Veenendaal;Maudi Davidson;06-74571941;MaudiDavidson@dayrep.com;Prins Willem-Alexanderpark 9;Veenendaal;dinsdag 9 oktober 2018;Bezorgen;dinsdag 9 oktober 2018;20:58;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 19,80;€ 66,60;;€ 0,00;€ 66,60
;;;;;;;;;;Four Cheese;Family XXL Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Salame Speciale;Family XXL Pizza;Tomatensaus;€ 6,95;1;Salami, Pepperoni, Verse Tomaat, Gehakt;€ 4,00;€ 15,95;;;;
;;;;;;;;;;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 4,95;;;;

Zaandam;Ischa van Dijken;06-78896376;IschavanDijken@gustr.com;Idastraat 124;Hengelo;dinsdag 17 oktober 2017;Afhalen;dinsdag 17 oktober 2017;20:16;Caprese;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;€ 11,90;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 11,90

Rotterdam Hoogvliet;Birkan de Kievit;06-85652501;BirkandeKievit@teleworm.us;Claes de Vrieselaan 141;Rotterdam;maandag 31 december 2018;Afhalen;maandag 31 december 2018;17:19;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 31,80;€ 31,80;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 29,80

Deventer;Ting Ekinci;06-16043296;TingEkinci@jourrapide.com;Cornelis Lelylaan 65;Deventer;zaterdag 28 april 2018;Bezorgen;zaterdag 28 april 2018;16:52;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;€ 23,90;;€ 0,00;€ 23,90

Hoorn;Rishan Oosterbeek;06-44273158;RishanOosterbeek@einrot.com;t Grachtje Over 117;Hoorn;zaterdag 2 februari 2019;Afhalen;zaterdag 2 februari 2019;17:19;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 23,90;€ 30,85;;€ 0,00;€ 30,85
;;;;;;;;;;Tonno;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;

Veenendaal;Max van den Brom;06-72240297;MaxvandenBrom@rhyta.com;De Savornin Lohmanstraat 179;Veenendaal;woensdag 17 juli 2019;Afhalen;woensdag 17 juli 2019;17:59;Salame Speciale;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;€ 29,85;;€ 0,00;€ 29,85
;;;;;;;;;;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 17,90;;;;

Hengelo;Helen Ansink;06-72244518;HelenAnsink@gustr.com;Hogenkampweg 69;Hengelo;maandag 3 juni 2019;Bezorgen;maandag 3 juni 2019;20:26;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 13,90;€ 72,60;;€ 0,00;€ 72,60
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Veggi;Italian Pizza;Tomatensaus;€ 6,95;4;Shoarma, Spinazie;€ 2,50;€ 41,80;;;;

Breda Kesterenlaan;Rufus Verdoes;06-44949763;RufusVerdoes@cuvox.de;Bisschopshoeve 50;Breda;dinsdag 11 juli 2017;Afhalen;dinsdag 11 juli 2017;18:12;Supreme;Large Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 11,95;€ 11,95;3e pizza gratis bij bezorgen;€ 0,00;€ 11,95

Enschede;Onur Heusschen;06-32936228;OnurHeusschen@armyspy.com;Boerskottenhoek 188;Enschede;dinsdag 25 april 2017;Bezorgen;dinsdag 25 april 2017;17:46;BBQ Cannibale;Medium Cheesy Crust Pizza;Barbecue Saus;€ 4,95;2;;€ 0,00;€ 13,90;€ 22,85;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 22,85
;;;;;;;;;;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 8,95;;;;

Purmerend;R Kandemir;06-20086582;RKandemir@rhyta.com;Dromerdijk 12;Purmerend;vrijdag 2 augustus 2019;Bezorgen;vrijdag 2 augustus 2019;17:19;Margaritha;Large Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 8,95;€ 41,80;2e pizza gratis bij afhalen;€ 0,00;€ 41,80
;;;;;;;;;;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 8,95;;;;

Den Bosch Empel;Ietje Tunç;06-22943142;IetjeTunc@superrito.com;Hennequinstraat 152;s-Hertogenbosch;zaterdag 4 augustus 2018;Bezorgen;zaterdag 4 augustus 2018;17:26;Funghi;Large Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 17,90;€ 17,90;25% korting op je bestelling;€ 4,48;€ 13,43

Oosterhout;Annelou Louis;06-37774583;AnnelouLouis@superrito.com;Paterserf 70;Oosterhout;dinsdag 25 september 2018;Bezorgen;dinsdag 25 september 2018;18:47;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;€ 54,65;2e pizza gratis bij afhalen;€ 0,00;€ 54,65
;;;;;;;;;;Beenham;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 17,90;;;;

Delft Papsouwselaan;Annoeska Westerik;06-99550945;AnnoeskaWesterik@fleckens.hu;Poptahof Noord 147;Delft;dinsdag 15 mei 2018;Afhalen;dinsdag 15 mei 2018;18:11;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 44,80;;€ 0,00;€ 44,80
;;;;;;;;;;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Supreme;Large Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;1;Merguez, Kip, Kaas, Chorizo;€ 4,00;€ 9,95;;;;

Waalwijk;Lode Broos;06-84729650;LodeBroos@fleckens.hu;Kloosterweg 11;Waalwijk;donderdag 9 maart 2017;Afhalen;donderdag 9 maart 2017;20:25;BBQ Cannibale;Family XXL Pizza;Barbecue Saus;€ 4,95;2;;€ 0,00;€ 19,90;€ 37,80;;€ 0,00;€ 37,80
;;;;;;;;;;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;

Almere;Anthe van Meurs;06-37640485;AnthevanMeurs@dayrep.com;Busplein 98;Almere;woensdag 25 april 2018;Bezorgen;woensdag 25 april 2018;18:52;Deluxe;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 38,80;;€ 0,00;€ 38,80
;;;;;;;;;;Americana;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;Chorizo, Basilicum, Honing Mosterdsaus, Chicken Kebab;€ 4,00;€ 13,95;;;;

Berkel en Rodenrijs;Ilya van der Wijst;06-89410893;IlyavanderWijst@rhyta.com;Saffier 17;Berkel en Rodenrijs;zaterdag 21 januari 2017;Afhalen;zaterdag 21 januari 2017;19:51;Deluxe;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 50,75;2e pizza gratis bij afhalen;€ 4,95;€ 45,80
;;;;;;;;;;BBQ Cannibale;Family XXL Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 5,95;;;;
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 12,95;;;;

Voorburg;Alex Oudenaarden;06-73255395;AlexOudenaarden@jourrapide.com;Mijnsherenlaan 174;Rotterdam;zondag 15 december 2019;Bezorgen;zondag 15 december 2019;17:28;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 72,70;;€ 0,00;€ 72,70
;;;;;;;;;;Beenham;Large Pizza;Tomatensaus;€ 6,95;2;Tonijn, Kaasmix, Verse Tomaat, Ham;€ 5,00;€ 31,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 7,95;;;;

Almere;Luz van de Wijdeven;06-19787369;LuzvandeWijdeven@dayrep.com;Leemwierde 49;Almere;dinsdag 5 november 2019;Afhalen;dinsdag 5 november 2019;16:04;Veggi;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;€ 21,90;;€ 0,00;€ 21,90

Geleen;Katrin Minnaard;06-68545090;KatrinMinnaard@armyspy.com;Plakstraat 43;Sittard;zaterdag 10 februari 2018;Bezorgen;zaterdag 10 februari 2018;18:42;Four Cheese;Italian Pizza;Tomatensaus;€ 7,95;4;;€ 0,00;€ 35,80;€ 48,75;;€ 0,00;€ 48,75
;;;;;;;;;;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;

Houten;Daniela Ophof;06-37492543;DanielaOphof@dayrep.com;Paardenhoeve 185;Houten;woensdag 11 oktober 2017;Afhalen;woensdag 11 oktober 2017;18:34;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;4;Paprikamix, Shoarma;€ 2,50;€ 57,80;€ 113,50;;€ 0,00;€ 113,50
